domain,trial,our_id,competitor_id,fp_winner,fp_reason,fp_ours,fp_competitor,tu_winner,tu_reason,tu_ours,tu_competitor,sv_winner,sv_reason,sv_ours,sv_competitor,overall_winner,overall_reason
Energy,7,US9257711B2,US11955674B1,competitor,"The first patent focuses on converting excess methane into electricity, which is directly related to reducing carbon dioxide emissions in hydrocarbon cracking systems. The second patent's functional purpose revolves around improving the efficiency of molten carbonate fuel cells without any direct mention of emissions reduction.","Improves molten carbonate fuel cell efficiency by recycling excess hydrogen from anode exhaust for use in the next pass, increasing utilization beyond traditional limits of 70% to 75%","Converts excess methane from hydrocarbon cracking systems into electricity, reducing carbon dioxide emissions during olefin production.",competitor,"The first patent uses a unique method of converting methane and oxygen into electricity through a fuel cell system, producing carbon dioxide as a byproduct. The second patent recycles hydrogen-rich exhaust back to the anode inlet to increase hydrogen utilization, but this is not considered a novel approach in the field of molten carbonate fuel cells.",System recycles hydrogen-rich exhaust back to the anode inlet to increase hydrogen utilization by over 10% to 30%,"Uses a fuel cell system to convert methane and oxygen into electricity, producing carbon dioxide as a byproduct.",ours,"Although both patents contribute to environmental sustainability, the second patent enables increased energy production and more efficient use of hydrogen in fuel cells. This could potentially lead to reduced operating costs or increased output, which may offer significant strategic advantages over the first patent's focus on regulatory compliance and market differentiation.","Enables increased energy production and more efficient use of hydrogen in fuel cells, potentially reducing operating costs or increasing output","Contributes to environmental sustainability by reducing carbon footprint in hydrocarbon cracking systems, offering potential for regulatory compliance and market differentiation.",ours,"The second patent offers more immediate operational benefits, such as increased energy production and cost reduction, whereas the first patent focuses on emissions reduction for regulatory compliance."
Energy,7,US9257711B2,EP4469183A1,ours,"The first patent improves the efficiency of molten carbonate fuel cells by recycling excess hydrogen, which directly increases energy production, while the second patent primarily focuses on CO2 capture for emission reduction.","Improves molten carbonate fuel cell efficiency by recycling excess hydrogen from anode exhaust for use in the next pass, increasing utilization beyond traditional limits of 70% to 75%","Captures CO2 from H2-rich gas mixtures to produce high-purity hydrogen for further use or storage, reducing emissions.",ours,"The first patent offers a unique system that recycles hydrogen-rich exhaust back to the anode inlet, while the second patent integrates a pressure swing adsorption unit for efficient CO2 separation.",System recycles hydrogen-rich exhaust back to the anode inlet to increase hydrogen utilization by over 10% to 30%,Integrates a pressure swing adsorption (PSA) unit into the hydrogen production process for efficient CO2 separation.,competitor,"The second patent supports compliance with emission regulations and reduces costly and hazardous separation methods in hydrogen production, while the first patent enables increased energy production and more efficient use of hydrogen in fuel cells.","Enables increased energy production and more efficient use of hydrogen in fuel cells, potentially reducing operating costs or increasing output",Supports compliance with emission regulations and reduces costly and hazardous separation methods in hydrogen production.,tie,Both patents offer unique technical solutions with significant strategic value in their respective domains.
Energy,7,US9257711B2,US9502728B1,competitor,"The first patent's primary function is to produce heat and electricity while capturing carbon dioxide, which directly addresses the global warming issue caused by fossil fuel reliance.","Improves molten carbonate fuel cell efficiency by recycling excess hydrogen from anode exhaust for use in the next pass, increasing utilization beyond traditional limits of 70% to 75%","Produces heat and electricity from hydrocarbon fuel with carbon dioxide capture, addressing the issue of rising global temperatures due to fossil fuel reliance.",competitor,"The first patent uses a multi-stack design to improve efficiency and CO₂ capture capabilities, which is not explicitly present in the second patent.",System recycles hydrogen-rich exhaust back to the anode inlet to increase hydrogen utilization by over 10% to 30%,"Uses a multi-stack design with individual fuel cell stacks within a common enclosure, improving efficiency and CO₂ capture capabilities.",competitor,"The first patent may enable compliance with stricter carbon emission regulations, thus providing a strategic advantage in the clean energy sector.","Enables increased energy production and more efficient use of hydrogen in fuel cells, potentially reducing operating costs or increasing output","Potentially enables compliance with stricter carbon emission regulations, contributing to business success in the clean energy sector.",competitor,The first patent presents an integrated solution for cleaner energy production and carbon capture.
Energy,7,US9257711B2,US10252243B2,competitor,"The first patent addresses a problem in current CO2 capture processes, specifically high costs and energy penalties, whereas the second patent aims to improve molten carbonate fuel cell efficiency. Therefore, the first patent has a more direct impact on functional purpose.","Improves molten carbonate fuel cell efficiency by recycling excess hydrogen from anode exhaust for use in the next pass, increasing utilization beyond traditional limits of 70% to 75%",Addresses high costs and energy penalties in current CO2 capture processes by using a chemical looping combustion (CLC) process that separates CO2 from exhaust gas without the need for gas separation steps.,competitor,"The unique aspect of the first patent lies in its use of an oxygen carrier material that transports oxygen between air and fuel, preventing direct contact and resulting in an exhaust gas stream consisting of CO2 and H2O only. This technique is not present in the second patent.",System recycles hydrogen-rich exhaust back to the anode inlet to increase hydrogen utilization by over 10% to 30%,"Enables CO2 capture through an oxygen carrier material that transports oxygen between air and fuel, preventing direct contact and resulting in an exhaust gas stream consisting of CO2 and H2O only.",competitor,"The first patent reduces operational costs due to the absence of gas separation steps, minimizes energy penalty for CO2 capturing, and decreases NOx emissions. The second patent enables increased energy production and more efficient use of hydrogen in fuel cells, but its strategic value is less directly tied to cost reduction compared to the first patent.","Enables increased energy production and more efficient use of hydrogen in fuel cells, potentially reducing operating costs or increasing output","Reduces operational costs due to the absence of gas separation steps, minimizes energy penalty for CO2 capturing (estimated at 2-3% efficiency lost), and decreases NOx emissions.",competitor,The first patent offers a more significant impact on reducing costs and emissions while also addressing a pressing environmental issue.
Consumer,7,US10231596B2,US11219349B2,tie,Both patents aim to improve the cleaning functionality of dishwashers.,Addresses inefficient cleaning areas in linear type dish washing machines by optimizing the distribution of washing water from a fixed nozzle and movable vane.,Mitigates instability in wash arm rotation during varying liquid pressure in dishwashers,competitor,"The US11219349B2 patent introduces a unique wash arm featuring a mounting unit with radial support to enhance rotational stability, which is not present in the US10231596B2 patent.",Implements a linear type dish washing machine with a movable vane that reflects water jetted from a fixed nozzle to cover the entire washing tank area.,Enhances rotational stability with a wash arm featuring a mounting unit with radial support,competitor,"The US11219349B2 patent improves not only cleaning efficiency but also product performance and durability, which could potentially lead to a broader range of customer benefits as compared to the US10231596B2 patent.",Enhances product competitiveness by improving cleaning efficiency and potentially increasing customer satisfaction.,"Improves product performance and durability, reducing customer complaints and increasing customer satisfaction",competitor,"The US11219349B2 patent offers unique technical improvements and broader strategic value, providing a more comprehensive solution for dishwasher performance."
Consumer,7,US10231596B2,US12029369B2,tie,"Both patents address the functional purpose of improving cleaning, but they apply to different types of containers (reusable beverage containers and dishes).",Addresses inefficient cleaning areas in linear type dish washing machines by optimizing the distribution of washing water from a fixed nozzle and movable vane.,Ensures cleanliness and sanitation of customer-provided reusable beverage containers through rapid washing and sanitizing in a retail environment.,competitor,"The US12029369B2 patent introduces a pop-up sprayer with rotating and moving nozzles that quickly washes both the interior and exterior of containers, which is not found in the linear type dish washing machine described in US10231596B2.",Implements a linear type dish washing machine with a movable vane that reflects water jetted from a fixed nozzle to cover the entire washing tank area.,Uses a pop-up sprayer with rotating and moving nozzles that quickly washes both the interior and exterior of containers.,competitor,"The US12029369B2 patent reduces time and space required for container cleaning, improving operational efficiency in retail environments. In comparison, the US10231596B2 patent enhances product competitiveness by improving cleaning efficiency but does not directly address operational efficiency.",Enhances product competitiveness by improving cleaning efficiency and potentially increasing customer satisfaction.,"Reduces time and space required for container cleaning, improving operational efficiency in retail environments.",competitor,The US12029369B2 patent offers a unique technical solution with significant strategic benefits for operational efficiency in the cleaning process.
Consumer,7,US10231596B2,EP3560405A1,tie,Both patents aim to improve washing efficiency in dishwashers by addressing specific areas.,Addresses inefficient cleaning areas in linear type dish washing machines by optimizing the distribution of washing water from a fixed nozzle and movable vane.,Improves washing efficiency in dishwashers by varying spraying angles using a reciprocating spray arm,competitor,"The EP patent achieves angular variation using an eccentric gear system, while the US patent uses a movable vane to optimize distribution.",Implements a linear type dish washing machine with a movable vane that reflects water jetted from a fixed nozzle to cover the entire washing tank area.,Achieves angular variation through the interplay of main and auxiliary arms driven by an eccentric gear system,competitor,"The EP patent offers improved washing efficiency and performance, potentially giving it an edge in market competitiveness.",Enhances product competitiveness by improving cleaning efficiency and potentially increasing customer satisfaction.,Enhances product competitiveness in the dishwasher market by offering improved washing efficiency and performance,competitor,The EP patent presents a unique technical approach with potential strategic benefits for improving washing efficiency.
Consumer,7,US10231596B2,KR102528669B1,ours,"The functional purpose of the US patent aims to optimize the distribution of washing water within a linear type dish washing machine, whereas the KR patent focuses on diversifying spray angle in dishwashers. While both improve cleaning efficiency, the US patent specifically addresses a linear type dish washing machine.",Addresses inefficient cleaning areas in linear type dish washing machines by optimizing the distribution of washing water from a fixed nozzle and movable vane.,Addresses the issue of uneven distribution of washing water on a dish's surface by diversifying spray angle using an auxiliary arm that reciprocates with the main arm in dishwashers,competitor,"The KR patent combines main and auxiliary arms, reducing the need for a separate driving device, which is not found in the US patent. This unique approach reduces complexity and potential failure points.",Implements a linear type dish washing machine with a movable vane that reflects water jetted from a fixed nozzle to cover the entire washing tank area.,"Combines main and auxiliary arms to achieve reciprocation without the need for a separate driving device, reducing complexity and potential failure points",competitor,"The KR patent's technical uniqueness, by reducing complexity and potential failure points, may lead to improved reliability and lower operating costs. The US patent's strategic value is in improving cleaning efficiency and customer satisfaction.",Enhances product competitiveness by improving cleaning efficiency and potentially increasing customer satisfaction.,"Improves washing efficiency, leading to cleaner dishes and reduced water usage, enhancing customer satisfaction and potentially lowering operating costs",competitor,"The KR patent demonstrates technical uniqueness and potential strategic value in terms of reliability, cost-efficiency, and operating costs."
Mobile,7,US11703916B2,CN114909388B,competitor,"The CN114909388B patent aims at extending the service life of flexible screens in foldable electronic devices, which is a more direct improvement on their functional purpose compared to US11703916B2 that focuses on ensuring stability of moving tracks.",Ensures stability of moving tracks in foldable electronic devices during unfolding and folding processes by utilizing a symmetrical structure with linkage components and lap joint structures,Extends service life of flexible screens in foldable electronic devices by controlling bending action during folding process,competitor,"The CN114909388B patent uses a hinge mechanism with four swing arms that allow limited rotation and sliding movement, while US11703916B2 employs a symmetrical structure with linkage components and lap joint structures. The former presents more unique technical aspects.",Offers improved stability through a novel symmetrically disposed linkage system with sliding lap joint structures,Provides controlled bending motion through a hinge mechanism with four swing arms that allow limited rotation and sliding movement,tie,"Both patents aim to improve product durability and reduce potential damage in foldable electronic devices, making the strategic value indistinguishable between them.","Enhances the durability of foldable electronic devices, reduces potential damage during usage, and potentially broadens the applicability across various product lines",Improves product quality of foldable electronics by increasing durability and reducing screen damage during the folding process,competitor,The CN114909388B patent offers a more unique technical approach and directly improves the functional purpose of foldable electronic devices.
Mobile,7,US11703916B2,EP4557048A1,competitor,"The EP4557048A1 patent focuses on providing a foldable design to address the challenge of limited screen size in portable electronic devices, while the US11703916B2 patent aims to ensure stability during unfolding and folding processes of moving tracks in foldable electronic devices.",Ensures stability of moving tracks in foldable electronic devices during unfolding and folding processes by utilizing a symmetrical structure with linkage components and lap joint structures,"Addresses the challenge of limited screen size in portable electronic devices by providing a foldable design that can be expanded when needed, without compromising portability.",ours,"The US11703916B2 patent offers improved stability through a novel symmetrically disposed linkage system with sliding lap joint structures, while the EP4557048A1 patent consists of two housings with hinge structures that rotate in conjunction with wing plates.",Offers improved stability through a novel symmetrically disposed linkage system with sliding lap joint structures,"The device's structure consists of two housings with hinge structures that rotate in conjunction with wing plates, allowing seamless rotation and support for the foldable display.",competitor,"The EP4557048A1 patent allows portable electronic devices to offer larger display areas without sacrificing portability, enhancing user experience and potentially increasing market competitiveness, whereas the US11703916B2 patent's strategic value primarily revolves around enhancing durability of foldable electronic devices.","Enhances the durability of foldable electronic devices, reduces potential damage during usage, and potentially broadens the applicability across various product lines","Allows portable electronic devices to offer larger display areas without sacrificing portability, enhancing user experience and potentially increasing market competitiveness.",competitor,The EP4557048A1 patent offers a more substantial advantage in terms of both technical uniqueness and strategic value.
Mobile,7,US11703916B2,US20240430348A1,competitor,"The foldable electronic device described in US20240430348A1 changes its screen size while maintaining portability, which is a specific functionality that is not mentioned in US11703916B2.",Ensures stability of moving tracks in foldable electronic devices during unfolding and folding processes by utilizing a symmetrical structure with linkage components and lap joint structures,"A foldable electronic device changes its screen size while maintaining portability by using a hinge system with stable folding motion, link members for enhanced durability, and arm members to improve stability.",competitor,"The unique hinge structure with rotating members, link members, and arm members for stable folding and improved stability found in US20240430348A1 is not present in the symmetrically disposed linkage system with sliding lap joint structures of US11703916B2.",Offers improved stability through a novel symmetrically disposed linkage system with sliding lap joint structures,"The device uses a unique hinge structure with rotating members, link members, and arm members to achieve stable folding and improved stability, which is not found in conventional foldable devices.",competitor,"The increased portability offered by the device in US2024043930A1 without sacrificing screen size provides a competitive advantage in the market, compared to the durability enhancement and potential broadening of applicability across various product lines in US11703916B2.","Enhances the durability of foldable electronic devices, reduces potential damage during usage, and potentially broadens the applicability across various product lines","This invention offers increased portability for electronic devices without sacrificing screen size, providing a competitive advantage in the market by appealing to consumers seeking both portability and wider screens.",competitor,"The patent US20240430348A1 offers unique technical advancements and significant strategic value, making it the preferred choice over US11703916B2."
Mobile,7,US11703916B2,JP2022165707A,tie,"Both patents focus on improving functionality in foldable devices, but they address different aspects: the first one ensures stability during unfolding and folding processes (US11703916B2), while the second allows smooth absorption of excess length during rotation for data transmission (JP2022165707A).",Ensures stability of moving tracks in foldable electronic devices during unfolding and folding processes by utilizing a symmetrical structure with linkage components and lap joint structures,"Allows smooth absorption of excess length in foldable display devices during rotation, facilitating data transmission between components.",ours,"The first patent offers a novel symmetrical disposed linkage system with sliding lap joint structures, which is not directly present in the second patent.",Offers improved stability through a novel symmetrically disposed linkage system with sliding lap joint structures,Designs a hinge device that enables controlled movement without hindering the flexible substrate's flexibility while maintaining its ability to flex and be maintained without horizontal bending.,competitor,"The second patent enhances product competitiveness by improving display smoothness, data transmission efficiency, and overall user experience in foldable devices. Although the first patent also increases durability, it does not have a direct impact on user experience like the second one.","Enhances the durability of foldable electronic devices, reduces potential damage during usage, and potentially broadens the applicability across various product lines","Enhances product competitiveness by improving display smoothness, data transmission efficiency, and overall user experience in foldable devices.",tie,"Both patents show distinct technical improvements and strategic value in their respective areas, with potential to complement each other."
Healthcare,7,US20210259560A1,KR102407094B1,competitor,"The KR102407094B1 patent focuses on measuring blood pressure non-invasively, which is a specific physiological state. In contrast, the US20210259560A1 patent monitors a broader range of physiological or biological states.","Monitors a subject's physiological or biological state over an extended period using a digital health monitoring device that can be easily applied and used by lay users, with minimal training.",Measures blood pressure non-invasively without a cuff by utilizing contact pressure and pulse wave signals from the subject's hand.,competitor,"The KR102407094B1 patent utilizes a contact pressure sensor to measure contact pressure while the hand shape changes, providing enhanced accuracy compared to existing cuffless methods. The US20210259560A1 patent includes a microcontroller, sensors, and user interface for real-time monitoring and feedback, but this is not uniquely distinguished within the description.","Incorporates a microcontroller, sensors, and user interface to analyze and transmit data wirelessly for real-time monitoring and feedback.","Utilizes a contact pressure sensor to measure contact pressure while the hand shape changes, enhancing accuracy compared to existing cuffless methods.",ours,"The US20210259560A1 patent has a higher strategic value due to its potential for early detection of cardiovascular diseases, improving treatment outcomes, reducing healthcare costs, and increasing access to medical diagnostic capabilities. Although the KR102407094B1 patent reduces equipment size, eliminates cuff-related damage, increases portability, and potentially improves measurement accuracy, its strategic impact is more limited compared to the US20210259560A1.","Facilitates early detection of cardiovascular diseases, improving treatment outcomes, reducing healthcare costs, and increasing access to medical diagnostic capabilities","Reduces equipment size, eliminates cuff-related damage to blood vessels or tissues, increases portability, and potentially improves measurement accuracy.",ours,"The US20210259560A1 patent has a broader functional purpose, offers unique technical elements, and boasts higher strategic value, making it the superior invention."
Healthcare,7,US20210259560A1,US11432766B2,competitor,"The first patent (US11432766B2) focuses specifically on electrocardiogram (ECG) measurement in wearable devices, while the second patent (US20210259560A1) monitors a broader range of physiological or biological states. However, the first patent's functionality is more focused and directly related to ECG.","Monitors a subject's physiological or biological state over an extended period using a digital health monitoring device that can be easily applied and used by lay users, with minimal training.",Enables accurate and efficient measurement of electrocardiogram (ECG) in wearable devices.,ours,"The second patent (US20210259560A1) incorporates a microcontroller, sensors, and user interface to analyze and transmit data wirelessly, whereas the first patent (US11432766B2) uses a novel design with two electrodes for improved ECG analysis. While both patents show technical uniqueness, the second patent offers a more comprehensive solution.","Incorporates a microcontroller, sensors, and user interface to analyze and transmit data wirelessly for real-time monitoring and feedback.",Uses a novel design with two electrodes to improve ECG signal correlation and analysis.,ours,"The second patent (US20210259560A1) has a higher strategic value as it facilitates early detection of cardiovascular diseases, which can significantly improve treatment outcomes, reduce healthcare costs, and increase access to medical diagnostic capabilities. Although the first patent also addresses heart health monitoring, its focus is more specific.","Facilitates early detection of cardiovascular diseases, improving treatment outcomes, reducing healthcare costs, and increasing access to medical diagnostic capabilities",Provides competitive advantage in the smartwatch and fitness tracker markets by offering more accurate heart health monitoring.,ours,The second patent offers a more comprehensive digital health monitoring solution with greater potential impact on healthcare.
Healthcare,7,US20210259560A1,US9348322B2,ours,"The first patent describes biometric sensing in smart devices while the second provides digital health monitoring over an extended period for lay users, demonstrating a broader functional purpose.","Monitors a subject's physiological or biological state over an extended period using a digital health monitoring device that can be easily applied and used by lay users, with minimal training.",Provides effective biometric sensing in compact smart devices such as watches and glasses by using light emission and detection,competitor,"The first patent employs a unique lens structure for efficient light emission and detection within the device's structure, while the second incorporates a microcontroller, sensors, and user interface, but these components are not considered as unique in the context of digital health monitoring.","Incorporates a microcontroller, sensors, and user interface to analyze and transmit data wirelessly for real-time monitoring and feedback.",Utilizes a lens with an opaque section and a light transmissive section for efficient light emission and detection within the device's structure,ours,"The second patent's strategic value is higher due to its potential for early detection of cardiovascular diseases, improving treatment outcomes, reducing healthcare costs, and increasing access to medical diagnostic capabilities.","Facilitates early detection of cardiovascular diseases, improving treatment outcomes, reducing healthcare costs, and increasing access to medical diagnostic capabilities","Enables smart devices to offer desirable biometric sensor features while maintaining a small size, potentially increasing market appeal",ours,"The second patent presents a broader functional purpose, incorporates more unique technical components, and has higher strategic value."
Healthcare,7,US20210259560A1,US9775548B2,ours,"The first patent focuses on monitoring a subject's physiological or biological state over an extended period, which is more comprehensive than the second patent's focus on heart rate monitoring for wearable fitness devices.","Monitors a subject's physiological or biological state over an extended period using a digital health monitoring device that can be easily applied and used by lay users, with minimal training.",Improves sensitivity and accuracy in heart rate monitoring for wearable fitness devices,ours,"The first patent incorporates a microcontroller, sensors, and user interface to analyze and transmit data wirelessly for real-time monitoring and feedback, which is more complex than the second patent's use of high-aspect-ratio photodetector element with pair of high-brightness green LEDs.","Incorporates a microcontroller, sensors, and user interface to analyze and transmit data wirelessly for real-time monitoring and feedback.",Utilizes high-aspect-ratio photodetector element with pair of high-brightness green LEDs,ours,"The first patent's strategic value lies in facilitating early detection of cardiovascular diseases, improving treatment outcomes, reducing healthcare costs, and increasing access to medical diagnostic capabilities. The second patent's strategic value enhances product competitiveness by providing more reliable fitness data.","Facilitates early detection of cardiovascular diseases, improving treatment outcomes, reducing healthcare costs, and increasing access to medical diagnostic capabilities",Enhances product competitiveness by providing more reliable fitness data,ours,"The first patent offers a broader, more impactful solution with a higher strategic value."
AI,8,US11475102B2,US20230297372A1,ours,"The functional purpose of US11475102B2 is more specific to improving matrix multiplication operations in deep neural networks, which is a subsection of the broader functional scope addressed by US20230297372A1.",Accelerates matrix multiplication operations in deep neural networks for efficient computation,"Improves computation efficiency for multi-dimensional data arrays in technology fields such as numerical simulations, graphics processing, gaming console design, supercomputing, and machine learning computations for Deep Neural Networks (DNN) layers",competitor,"While both patents demonstrate unique technical approaches, US20230297372A1 presents a more complex partitioned system that includes an SIMD VPU, MXU, and XU, providing increased flexibility and memory bandwidth requirements compared to the dual multiplying units and burst memory access mode of US11475102B2.",Uses dual multiplying units and burst memory access mode for simultaneous data processing,"Utilizes a partitioned system consisting of an SIMD VPU with increased flexibility and memory bandwidth requirements, a matrix unit (MXU) with lower flexibility and high computational density, and a low memory-bandwidth cross-lane unit (XU) for certain operations",ours,"Improving performance in deep learning algorithms by reducing computational time and increasing productivity is a direct, tangible benefit compared to the potential increases in performance, resource utilization, or flexibility for certain computations associated with dimensional arrays of data offered by US20230297372A1.","Improves performance of deep learning algorithms, reducing computational time and increasing productivity","Potentially increases performance, resource utilization, or flexibility for certain computations associated with dimensional arrays of data",ours,"US11475102B2 offers more targeted improvements for deep learning algorithms, providing a clearer strategic advantage."
AI,8,US11475102B2,CN109992743B,competitor,"While both patents aim to accelerate matrix multiplication in deep neural networks, CN109992743B focuses on performing efficient matrix multiplication by partitioning matrices and processing subblocks concurrently in a systolic array. This is a more specific functional purpose compared to US11475102B2's goal of accelerating matrix multiplication operations.",Accelerates matrix multiplication operations in deep neural networks for efficient computation,Performs efficient matrix multiplication by partitioning matrices and processing subblocks concurrently in a systolic array.,ours,"While both patents use unique methods to improve efficiency, US11475102B2's approach of using dual multiplying units and burst memory access mode for simultaneous data processing is distinct from CN109992743B's use of two memories, an operation circuit with multiple units, and a controller to manage subblock-based matrix multiplication.",Uses dual multiplying units and burst memory access mode for simultaneous data processing,"Improves efficiency by utilizing two memories, an operation circuit with multiple units, and a controller to manage subblock-based matrix multiplication.",ours,"Although both patents enhance calculations in current or near-term systems, US11475102B2's improvement of the performance of deep learning algorithms by reducing computational time and increasing productivity gives it a higher strategic value compared to CN109992743B, which focuses on machine learning or data processing applications.","Improves performance of deep learning algorithms, reducing computational time and increasing productivity","Enhances the speed and flexibility of calculations in current or near-term systems where matrix multiplication is crucial, such as machine learning or data processing applications.",ours,"While both patents demonstrate unique technical approaches to matrix multiplication, US11475102B2 offers a more significant strategic advantage by improving the performance of deep learning algorithms."
AI,8,US11475102B2,US11347652B2,ours,"The first patent (US11347652B2) focuses on addressing the memory bandwidth problem in DNN accelerators by using a banked memory structure, while the second patent (US11475102B2) specifically targets matrix multiplication operations in deep neural networks for efficient computation.",Accelerates matrix multiplication operations in deep neural networks for efficient computation,Addresses memory bandwidth problem in scaling up Deep Neural Network (DNN) accelerators by using a banked memory structure with multiple local memories.,competitor,"The first patent (US11347652B2) uses a unique banked memory structure with multiple computation units and channels, while the second patent (US11475102B2) employs dual multiplying units and burst memory access mode.",Uses dual multiplying units and burst memory access mode for simultaneous data processing,"Enhances scalability through decoupling data access from a single logically unified memory structure, utilizing a banked memory structure with multiple computation units and channels.",competitor,"The first patent (US11347652B2) has a higher strategic value as it increases the compute throughput of DNN accelerators, thereby potentially improving competitiveness in high-performance computing systems. The second patent (US11475102B2) improves performance of deep learning algorithms but does not directly impact product competitiveness.","Improves performance of deep learning algorithms, reducing computational time and increasing productivity","Increases compute throughput of DNN accelerators, potentially improving product competitiveness in the market for high-performance computing systems.",competitor,The first patent (US11347652B2) has a unique approach to address the memory bandwidth problem and provides higher strategic value.
AI,8,US11475102B2,CN109478252B,tie,"Both patents accelerate operations in deep neural networks, but the CN109478252B patent focuses on optimizing multicast networks and memory transfer for various operations (convolution, max pooling, and noise generation), while the US11475102B2 patent specifically addresses matrix multiplication.",Accelerates matrix multiplication operations in deep neural networks for efficient computation,"Accelerates deep neural network operations by optimizing multicast networks and memory transfer for efficient hardware utilization during convolution, max pooling, and noise generation.",competitor,"The CN109478252B patent uses hardware optimizations tailored to common neural network operations, including multicast networks for streamlined communication and DRAM transfer optimization techniques. The US11475102B2 patent employs dual multiplying units and burst memory access mode.",Uses dual multiplying units and burst memory access mode for simultaneous data processing,"Uses hardware optimizations tailored to common neural network operations, featuring multicast networks for streamlined communication and DRAM transfer optimization techniques.",competitor,"The CN109478252B patent provides faster processing times, reduced resource consumption, and increased flexibility across a wider range of neural network operations compared to the US11475102B2 patent, which primarily focuses on improving performance of deep learning algorithms by reducing computational time.","Improves performance of deep learning algorithms, reducing computational time and increasing productivity","Enhances product competitiveness in AI-focused markets by providing faster processing times, reduced resource consumption, and increased flexibility.",competitor,"The CN109478252B patent offers a more comprehensive solution for optimizing deep neural networks, providing broader strategic value."
Energy,8,US9257711B2,US11955674B1,competitor,"The first patent aims to reduce carbon dioxide emissions in hydrocarbon cracking systems, whereas the second patent focuses on enhancing energy production in molten carbonate fuel cells. The first patent's functional purpose is more directly aligned with environmental regulations and sustainability initiatives.",Enhances energy production in molten carbonate fuel cells by optimizing hydrogen utilization beyond traditional limits.,Reduces carbon dioxide emissions in hydrocarbon cracking systems during olefin production by converting methane into electricity in a fuel cell.,competitor,"The first patent integrates a fuel cell system to generate electricity from methane, treating and reducing carbon dioxide emissions, whereas the second patent recycles excess hydrogen for reinjection into the anode inlet, increasing utilization efficiency. The technical uniqueness of the first patent lies in its integration of a fuel cell system.","Recycles excess hydrogen from anode exhaust for reinjection into the anode inlet, increasing utilization efficiency by over 10% to 30%.","Integrates a fuel cell system to generate electricity from methane, effectively treating and reducing carbon dioxide emissions.",competitor,"The first patent supports compliance with environmental regulations and sustainability initiatives by lowering the overall carbon footprint of hydrocarbon cracking systems, while the second patent potentially contributes to energy production efficiency improvements in fuel cell systems. The strategic value of the first patent is higher as it directly addresses environmental concerns.","Potentially contributes to energy production efficiency improvements in fuel cell systems, possibly reducing operational costs or enabling larger-scale adoption.",Supports compliance with environmental regulations and sustainability initiatives by lowering the overall carbon footprint of hydrocarbon cracking systems.,competitor,"The first patent presents a more significant contribution to both technical innovation and strategic value, focusing on reducing carbon emissions in hydrocarbon cracking systems."
Energy,8,US9257711B2,EP4469183A1,tie,"Both patents focus on enhancing hydrogen production, but their specific functional purposes differ: EP4469183A1 removes CO2 from H2-rich gas mixtures to support high-purity H2 production and emission compliance, while US9257711B2 optimizes hydrogen utilization for energy production efficiency in fuel cells.",Enhances energy production in molten carbonate fuel cells by optimizing hydrogen utilization beyond traditional limits.,"Removes CO2 from H2-rich gas mixtures for high-purity H2 production, reducing emissions.",competitor,"The EP4469183A1 patent uses a pressure swing adsorption (PSA) system to selectively capture CO2 within the hydrogen production process, which is not explicitly mentioned in US9257711B2.","Recycles excess hydrogen from anode exhaust for reinjection into the anode inlet, increasing utilization efficiency by over 10% to 30%.",Uses a pressure swing adsorption (PSA) system to selectively capture CO2 within the hydrogen production process.,competitor,"The EP4469183A1 patent addresses reducing emissions, supporting compliance with emissions standards, and producing high-purity H2 for various applications, whereas US9257711B2 primarily contributes to energy production efficiency improvements in fuel cell systems.","Potentially contributes to energy production efficiency improvements in fuel cell systems, possibly reducing operational costs or enabling larger-scale adoption.","Reduces emissions, supports compliance with emissions standards, and produces high-purity H2 for various applications",competitor,"The EP4469183A1 patent provides a more comprehensive strategic value by addressing both emissions reduction and high-purity H2 production, whereas US9257711B2 primarily focuses on energy production efficiency in fuel cells."
Energy,8,US9257711B2,US9502728B1,tie,Both patents aim to improve energy production with reduced carbon emissions.,Enhances energy production in molten carbonate fuel cells by optimizing hydrogen utilization beyond traditional limits.,Sustains heat and electricity production with reduced carbon dioxide emissions through a multi-stack fuel cell system with capture capability.,competitor,The multi-stack fuel cell system is more technically unique compared to the optimization of hydrogen utilization in US9257711B2.,"Recycles excess hydrogen from anode exhaust for reinjection into the anode inlet, increasing utilization efficiency by over 10% to 30%.",Achieves high efficiency by integrating multiple fuel cell stacks within a common enclosure for improved energy conversion.,competitor,"The multi-stack fuel cell system addresses long-term business success by supporting future low-carbon regulations, whereas the hydrogen optimization patent does not explicitly mention this.","Potentially contributes to energy production efficiency improvements in fuel cell systems, possibly reducing operational costs or enabling larger-scale adoption.",Supports long-term business success by addressing growing concerns over carbon emissions and providing a solution aligned with future low-carbon regulations.,competitor,The US9502728B1 patent presents a more unique and strategic approach to reducing carbon emissions by integrating multiple fuel cell stacks.
